0.2 3.97792224e-02 3.13551075e-04
0.4 7.90118602e-02 1.57527902e-03
0.6 1.14005688e-01 1.21736822e-03
0.8 1.47579691e-01 1.46257417e-03
1.0 1.73914565e-01 1.50165218e-03
1.1 1.86094696e-01 9.71505241e-04
1.2 1.98817243e-01 2.25190419e-03
1.3 2.07829817e-01 5.18888352e-04
1.4 2.17640471e-01 1.01973368e-03
1.5 2.22315276e-01 8.45135815e-04
1.6 2.27554755e-01 1.01346991e-03
1.7 2.27523723e-01 1.25717287e-03
1.8 2.30492304e-01 1.71998276e-03
1.9 2.28166934e-01 9.83365332e-04
2.0 2.21865648e-01 1.98214533e-03
2.1 2.18429959e-01 1.69374341e-03
2.2 2.18958577e-01 7.21193855e-04
2.3 2.15774679e-01 1.21970521e-03
2.4 2.13205683e-01 6.13637086e-04
2.5 2.13321387e-01 1.06158679e-03
2.6 2.10283080e-01 7.27412207e-04
2.7 2.08575191e-01 1.08304004e-03
2.8 2.08047753e-01 9.95786028e-04
2.9 2.09529861e-01 1.54618988e-03
3.0 2.07558965e-01 5.61392616e-04
3.5 2.07544464e-01 7.86794570e-04
4.0 2.05411683e-01 4.21567430e-04
